time_grain,time_period,event_type,user_title,user_segment,total_events,unique_users,unique_firms,total_documents_processed,avg_documents_per_event,avg_satisfaction_score,high_satisfaction_events,high_volume_events,satisfaction_rate_pct,high_volume_rate_pct,documents_per_user,events_per_user,week_over_week_growth_pct,satisfaction_performance,volume_performance
daily,2024-04-13,WORKFLOW,Junior Associate,Long-term User,5,5,4,9,1.8,4.8,5,0,100.0,0.0,1.8,1.0,,,
daily,2024-04-13,WORKFLOW,Senior Associate,Established User,1,1,1,1,1.0,3.0,0,0,0.0,0.0,1.0,1.0,,,
daily,2024-04-13,WORKFLOW,Senior Associate,Long-term User,1,1,1,2,2.0,4.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-04-14,ASSISTANT,Associate,Long-term User,6,5,5,10,1.6666666666666667,4.5,6,0,100.0,0.0,2.0,1.2,,,
daily,2024-04-14,ASSISTANT,Junior Associate,Established User,1,1,1,2,2.0,4.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-04-14,ASSISTANT,Junior Associate,Long-term User,11,8,7,17,1.5454545454545454,4.0,9,0,81.82,0.0,2.12,1.38,,,
daily,2024-04-14,ASSISTANT,Partner,Long-term User,4,2,1,6,1.5,4.25,4,0,100.0,0.0,3.0,2.0,,,
daily,2024-04-14,ASSISTANT,Senior Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-14,ASSISTANT,Senior Associate,Long-term User,3,3,3,3,1.0,3.6666666666666665,2,0,66.67,0.0,1.0,1.0,,,
daily,2024-04-14,VAULT,Associate,Long-term User,8,6,5,139,17.375,3.75,6,6,75.0,75.0,23.17,1.33,,,
daily,2024-04-14,VAULT,Junior Associate,Established User,1,1,1,25,25.0,5.0,1,1,100.0,100.0,25.0,1.0,,,
daily,2024-04-14,VAULT,Junior Associate,Long-term User,8,7,6,101,12.625,3.625,5,5,62.5,62.5,14.43,1.14,,,
daily,2024-04-14,VAULT,Partner,Long-term User,5,4,3,51,10.2,4.8,5,4,100.0,80.0,12.75,1.25,,,
daily,2024-04-14,VAULT,Senior Associate,Established User,1,1,1,9,9.0,5.0,1,0,100.0,0.0,9.0,1.0,,,
daily,2024-04-14,VAULT,Senior Associate,Long-term User,4,3,3,93,23.25,4.25,3,4,75.0,100.0,31.0,1.33,,,
daily,2024-04-14,WORKFLOW,Associate,Long-term User,3,3,3,10,3.3333333333333335,3.6666666666666665,2,0,66.67,0.0,3.33,1.0,,,
daily,2024-04-14,WORKFLOW,Junior Associate,Established User,1,1,1,2,2.0,5.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-04-14,WORKFLOW,Junior Associate,Long-term User,4,4,4,4,1.0,4.5,4,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-14,WORKFLOW,Partner,Long-term User,5,4,3,5,1.0,3.6,3,0,60.0,0.0,1.25,1.25,,,
daily,2024-04-14,WORKFLOW,Senior Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-14,WORKFLOW,Senior Associate,Long-term User,3,3,3,4,1.3333333333333333,4.333333333333333,3,0,100.0,0.0,1.33,1.0,,,
daily,2024-04-15,ASSISTANT,Associate,Established User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-15,ASSISTANT,Associate,Long-term User,45,30,17,55,1.2222222222222223,4.311111111111111,39,0,86.67,0.0,1.83,1.5,,,
daily,2024-04-15,ASSISTANT,Junior Associate,Established User,2,1,1,4,2.0,5.0,2,0,100.0,0.0,4.0,2.0,,,
daily,2024-04-15,ASSISTANT,Junior Associate,Long-term User,56,40,16,86,1.5357142857142858,3.982142857142857,44,0,78.57,0.0,2.15,1.4,,,
daily,2024-04-15,ASSISTANT,Partner,Long-term User,11,8,7,20,1.8181818181818181,4.363636363636363,10,0,90.91,0.0,2.5,1.38,,,
daily,2024-04-15,ASSISTANT,Senior Associate,Established User,1,1,1,1,1.0,3.0,0,0,0.0,0.0,1.0,1.0,,,
daily,2024-04-15,ASSISTANT,Senior Associate,Long-term User,14,12,9,19,1.3571428571428572,4.285714285714286,11,0,78.57,0.0,1.58,1.17,,,
daily,2024-04-15,VAULT,Associate,Long-term User,24,18,12,525,21.875,4.375,23,17,95.83,70.83,29.17,1.33,,,
daily,2024-04-15,VAULT,Junior Associate,Established User,2,2,2,8,4.0,4.5,2,0,100.0,0.0,4.0,1.0,,,
daily,2024-04-15,VAULT,Junior Associate,Long-term User,36,28,13,813,22.583333333333332,4.166666666666667,30,22,83.33,61.11,29.04,1.29,,,
daily,2024-04-15,VAULT,Partner,Long-term User,4,4,4,67,16.75,4.0,3,3,75.0,75.0,16.75,1.0,,,
daily,2024-04-15,VAULT,Senior Associate,Established User,1,1,1,15,15.0,4.0,1,1,100.0,100.0,15.0,1.0,,,
daily,2024-04-15,VAULT,Senior Associate,Long-term User,10,9,8,299,29.9,4.2,8,9,80.0,90.0,33.22,1.11,,,
daily,2024-04-15,WORKFLOW,Associate,Long-term User,35,22,12,56,1.6,4.142857142857143,28,1,80.0,2.86,2.55,1.59,,,
daily,2024-04-15,WORKFLOW,Junior Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-15,WORKFLOW,Junior Associate,Long-term User,22,16,10,26,1.1818181818181819,4.0,17,0,77.27,0.0,1.62,1.38,,,
daily,2024-04-15,WORKFLOW,Partner,Long-term User,5,5,4,27,5.4,3.6,4,1,80.0,20.0,5.4,1.0,,,
daily,2024-04-15,WORKFLOW,Senior Associate,Long-term User,10,5,5,35,3.5,4.5,9,0,90.0,0.0,7.0,2.0,,,
daily,2024-04-16,ASSISTANT,Associate,Established User,2,1,1,2,1.0,3.0,1,0,50.0,0.0,2.0,2.0,,,
daily,2024-04-16,ASSISTANT,Associate,Long-term User,49,27,14,54,1.1020408163265305,4.142857142857143,39,0,79.59,0.0,2.0,1.81,,,
daily,2024-04-16,ASSISTANT,Junior Associate,Long-term User,67,49,17,181,2.701492537313433,3.8656716417910446,48,2,71.64,2.99,3.69,1.37,,,
daily,2024-04-16,ASSISTANT,Partner,Long-term User,8,6,5,14,1.75,4.5,7,0,87.5,0.0,2.33,1.33,,,
daily,2024-04-16,ASSISTANT,Senior Associate,Long-term User,17,14,10,29,1.7058823529411764,4.294117647058823,16,0,94.12,0.0,2.07,1.21,,,
daily,2024-04-16,VAULT,Associate,Established User,1,1,1,10,10.0,4.0,1,1,100.0,100.0,10.0,1.0,,,
daily,2024-04-16,VAULT,Associate,Long-term User,35,24,13,912,26.057142857142857,4.0,28,29,80.0,82.86,38.0,1.46,,,
daily,2024-04-16,VAULT,Junior Associate,Established User,1,1,1,1,1.0,1.0,0,0,0.0,0.0,1.0,1.0,,,
daily,2024-04-16,VAULT,Junior Associate,Long-term User,57,39,19,1264,22.17543859649123,3.8947368421052633,41,41,71.93,71.93,32.41,1.46,,,
daily,2024-04-16,VAULT,Partner,Long-term User,4,4,4,82,20.5,4.25,4,2,100.0,50.0,20.5,1.0,,,
daily,2024-04-16,VAULT,Senior Associate,Established User,1,1,1,28,28.0,4.0,1,1,100.0,100.0,28.0,1.0,,,
daily,2024-04-16,VAULT,Senior Associate,Long-term User,9,7,6,175,19.444444444444443,4.0,6,6,66.67,66.67,25.0,1.29,,,
daily,2024-04-16,WORKFLOW,Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-16,WORKFLOW,Associate,Long-term User,22,13,11,24,1.0909090909090908,4.409090909090909,21,0,95.45,0.0,1.85,1.69,,,
daily,2024-04-16,WORKFLOW,Junior Associate,Established User,1,1,1,3,3.0,4.0,1,0,100.0,0.0,3.0,1.0,,,
daily,2024-04-16,WORKFLOW,Junior Associate,Long-term User,41,34,16,73,1.7804878048780488,4.219512195121951,34,0,82.93,0.0,2.15,1.21,,,
daily,2024-04-16,WORKFLOW,Partner,Long-term User,5,4,4,6,1.2,4.4,4,0,80.0,0.0,1.5,1.25,,,
daily,2024-04-16,WORKFLOW,Senior Associate,Long-term User,12,10,9,46,3.8333333333333335,4.333333333333333,10,2,83.33,16.67,4.6,1.2,,,
daily,2024-04-17,ASSISTANT,Associate,Established User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-17,ASSISTANT,Associate,Long-term User,37,28,16,53,1.4324324324324325,4.081081081081081,30,0,81.08,0.0,1.89,1.32,,,
daily,2024-04-17,ASSISTANT,Junior Associate,Established User,1,1,1,4,4.0,4.0,1,0,100.0,0.0,4.0,1.0,,,
daily,2024-04-17,ASSISTANT,Junior Associate,Long-term User,83,45,20,113,1.3614457831325302,4.132530120481928,64,0,77.11,0.0,2.51,1.84,,,
daily,2024-04-17,ASSISTANT,Partner,Long-term User,3,3,3,5,1.6666666666666667,4.0,3,0,100.0,0.0,1.67,1.0,,,
daily,2024-04-17,ASSISTANT,Senior Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-17,ASSISTANT,Senior Associate,Long-term User,15,12,9,25,1.6666666666666667,4.333333333333333,14,0,93.33,0.0,2.08,1.25,,,
daily,2024-04-17,VAULT,Associate,Long-term User,25,22,13,433,17.32,4.0,19,15,76.0,60.0,19.68,1.14,,,
daily,2024-04-17,VAULT,Junior Associate,Long-term User,47,29,14,1180,25.106382978723403,4.0212765957446805,35,38,74.47,80.85,40.69,1.62,,,
daily,2024-04-17,VAULT,Partner,Long-term User,3,1,1,115,38.333333333333336,4.0,2,3,66.67,100.0,115.0,3.0,,,
daily,2024-04-17,VAULT,Senior Associate,Long-term User,8,7,6,140,17.5,4.125,7,4,87.5,50.0,20.0,1.14,,,
daily,2024-04-17,WORKFLOW,Associate,Long-term User,21,15,11,29,1.380952380952381,4.0476190476190474,17,0,80.95,0.0,1.93,1.4,,,
daily,2024-04-17,WORKFLOW,Junior Associate,Long-term User,34,20,13,43,1.2647058823529411,3.9705882352941178,24,0,70.59,0.0,2.15,1.7,,,
daily,2024-04-17,WORKFLOW,Partner,Long-term User,6,6,4,8,1.3333333333333333,3.6666666666666665,4,0,66.67,0.0,1.33,1.0,,,
daily,2024-04-17,WORKFLOW,Senior Associate,Long-term User,7,7,5,8,1.1428571428571428,3.5714285714285716,4,0,57.14,0.0,1.14,1.0,,,
daily,2024-04-18,ASSISTANT,Associate,Long-term User,28,21,11,44,1.5714285714285714,4.285714285714286,23,0,82.14,0.0,2.1,1.33,,,
daily,2024-04-18,ASSISTANT,Junior Associate,Established User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-18,ASSISTANT,Junior Associate,Long-term User,60,45,19,120,2.0,4.066666666666666,47,2,78.33,3.33,2.67,1.33,,,
daily,2024-04-18,ASSISTANT,Partner,Long-term User,11,9,8,11,1.0,4.181818181818182,9,0,81.82,0.0,1.22,1.22,,,
daily,2024-04-18,ASSISTANT,Senior Associate,Long-term User,15,13,9,19,1.2666666666666666,3.8666666666666667,11,0,73.33,0.0,1.46,1.15,,,
daily,2024-04-18,VAULT,Associate,Established User,2,1,1,78,39.0,4.5,2,2,100.0,100.0,78.0,2.0,,,
daily,2024-04-18,VAULT,Associate,Long-term User,23,18,11,530,23.043478260869566,3.8260869565217392,16,18,69.57,78.26,29.44,1.28,,,
daily,2024-04-18,VAULT,Junior Associate,Established User,2,2,2,37,18.5,3.5,1,2,50.0,100.0,18.5,1.0,,,
daily,2024-04-18,VAULT,Junior Associate,Long-term User,44,35,20,992,22.545454545454547,4.159090909090909,36,31,81.82,70.45,28.34,1.26,,,
daily,2024-04-18,VAULT,Partner,Long-term User,6,5,5,149,24.833333333333332,4.333333333333333,6,5,100.0,83.33,29.8,1.2,,,
daily,2024-04-18,VAULT,Senior Associate,Long-term User,7,5,4,229,32.714285714285715,4.571428571428571,6,7,85.71,100.0,45.8,1.4,,,
daily,2024-04-18,WORKFLOW,Associate,Long-term User,17,17,9,21,1.2352941176470589,3.8823529411764706,13,0,76.47,0.0,1.24,1.0,,,
daily,2024-04-18,WORKFLOW,Junior Associate,Long-term User,24,20,13,66,2.75,4.083333333333333,19,2,79.17,8.33,3.3,1.2,,,
daily,2024-04-18,WORKFLOW,Partner,Long-term User,2,2,2,5,2.5,5.0,2,0,100.0,0.0,2.5,1.0,,,
daily,2024-04-18,WORKFLOW,Senior Associate,Long-term User,10,8,7,16,1.6,4.1,8,0,80.0,0.0,2.0,1.25,,,
daily,2024-04-19,ASSISTANT,Associate,Established User,2,1,1,2,1.0,5.0,2,0,100.0,0.0,2.0,2.0,,,
daily,2024-04-19,ASSISTANT,Associate,Long-term User,15,15,9,18,1.2,4.2,13,0,86.67,0.0,1.2,1.0,,,
daily,2024-04-19,ASSISTANT,Junior Associate,Established User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-19,ASSISTANT,Junior Associate,Long-term User,43,26,12,66,1.5348837209302326,4.395348837209302,39,0,90.7,0.0,2.54,1.65,,,
daily,2024-04-19,ASSISTANT,Partner,Long-term User,3,3,3,5,1.6666666666666667,4.333333333333333,3,0,100.0,0.0,1.67,1.0,,,
daily,2024-04-19,ASSISTANT,Senior Associate,Long-term User,7,6,6,18,2.5714285714285716,3.2857142857142856,3,0,42.86,0.0,3.0,1.17,,,
daily,2024-04-19,VAULT,Associate,Established User,1,1,1,2,2.0,4.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-04-19,VAULT,Associate,Long-term User,18,13,9,481,26.72222222222222,4.166666666666667,14,15,77.78,83.33,37.0,1.38,,,
daily,2024-04-19,VAULT,Junior Associate,Long-term User,29,28,15,701,24.17241379310345,3.793103448275862,20,23,68.97,79.31,25.04,1.04,,,
daily,2024-04-19,VAULT,Partner,Long-term User,3,3,2,66,22.0,3.6666666666666665,2,2,66.67,66.67,22.0,1.0,,,
daily,2024-04-19,VAULT,Senior Associate,Long-term User,13,10,9,237,18.23076923076923,4.538461538461538,11,9,84.62,69.23,23.7,1.3,,,
daily,2024-04-19,WORKFLOW,Associate,Established User,3,1,1,3,1.0,4.0,2,0,66.67,0.0,3.0,3.0,,,
daily,2024-04-19,WORKFLOW,Associate,Long-term User,18,12,8,48,2.6666666666666665,4.277777777777778,15,0,83.33,0.0,4.0,1.5,,,
daily,2024-04-19,WORKFLOW,Junior Associate,Long-term User,20,16,9,45,2.25,3.95,16,0,80.0,0.0,2.81,1.25,,,
daily,2024-04-19,WORKFLOW,Partner,Long-term User,2,2,2,2,1.0,4.5,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-19,WORKFLOW,Senior Associate,Long-term User,8,7,7,10,1.25,4.125,6,0,75.0,0.0,1.43,1.14,,,
daily,2024-04-20,ASSISTANT,Associate,Long-term User,11,5,4,14,1.2727272727272727,4.0,8,0,72.73,0.0,2.8,2.2,,,
daily,2024-04-20,ASSISTANT,Junior Associate,Long-term User,10,8,7,13,1.3,4.0,8,0,80.0,0.0,1.62,1.25,,,
daily,2024-04-20,ASSISTANT,Senior Associate,Long-term User,2,2,2,6,3.0,4.5,2,0,100.0,0.0,3.0,1.0,,,
daily,2024-04-20,VAULT,Associate,Long-term User,3,2,2,63,21.0,3.0,2,2,66.67,66.67,31.5,1.5,,,
daily,2024-04-20,VAULT,Junior Associate,Long-term User,5,5,5,93,18.6,4.4,5,3,100.0,60.0,18.6,1.0,,,
daily,2024-04-20,VAULT,Senior Associate,Long-term User,2,2,2,70,35.0,3.0,1,2,50.0,100.0,35.0,1.0,,,
daily,2024-04-20,WORKFLOW,Associate,Long-term User,2,2,2,2,1.0,4.0,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-20,WORKFLOW,Junior Associate,Long-term User,3,3,3,5,1.6666666666666667,1.6666666666666667,0,0,0.0,0.0,1.67,1.0,,,
daily,2024-04-21,ASSISTANT,Associate,Long-term User,7,3,3,8,1.1428571428571428,4.142857142857143,6,0,85.71,0.0,2.67,2.33,,,
daily,2024-04-21,ASSISTANT,Junior Associate,Long-term User,22,15,10,27,1.2272727272727273,4.0,17,0,77.27,0.0,1.8,1.47,,,
daily,2024-04-21,ASSISTANT,Partner,Long-term User,1,1,1,2,2.0,4.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-04-21,ASSISTANT,Senior Associate,Long-term User,6,5,5,10,1.6666666666666667,4.166666666666667,4,0,66.67,0.0,2.0,1.2,,,
daily,2024-04-21,VAULT,Associate,Long-term User,4,4,4,105,26.25,3.75,3,3,75.0,75.0,26.25,1.0,,,
daily,2024-04-21,VAULT,Junior Associate,Long-term User,7,5,5,125,17.857142857142858,4.0,5,3,71.43,42.86,25.0,1.4,,,
daily,2024-04-21,VAULT,Partner,Long-term User,3,3,2,76,25.333333333333332,4.0,3,3,100.0,100.0,25.33,1.0,,,
daily,2024-04-21,VAULT,Senior Associate,Long-term User,1,1,1,6,6.0,4.0,1,0,100.0,0.0,6.0,1.0,,,
daily,2024-04-21,WORKFLOW,Associate,Long-term User,3,3,3,3,1.0,4.0,3,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-21,WORKFLOW,Junior Associate,Long-term User,11,10,8,23,2.090909090909091,4.545454545454546,11,1,100.0,9.09,2.3,1.1,,,
daily,2024-04-21,WORKFLOW,Partner,Long-term User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-21,WORKFLOW,Senior Associate,Long-term User,2,2,2,2,1.0,5.0,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-22,ASSISTANT,Associate,Established User,2,1,1,2,1.0,4.0,1,0,50.0,0.0,2.0,2.0,,,
daily,2024-04-22,ASSISTANT,Associate,Long-term User,31,26,16,62,2.0,4.193548387096774,26,0,83.87,0.0,2.38,1.19,,,
daily,2024-04-22,ASSISTANT,Junior Associate,Established User,1,1,1,4,4.0,4.0,1,0,100.0,0.0,4.0,1.0,,,
daily,2024-04-22,ASSISTANT,Junior Associate,Long-term User,55,43,13,83,1.509090909090909,3.8545454545454545,38,1,69.09,1.82,1.93,1.28,,,
daily,2024-04-22,ASSISTANT,Partner,Long-term User,9,5,5,24,2.6666666666666665,3.2222222222222223,4,0,44.44,0.0,4.8,1.8,,,
daily,2024-04-22,ASSISTANT,Senior Associate,Long-term User,29,22,12,72,2.4827586206896552,4.0,23,1,79.31,3.45,3.27,1.32,,,
daily,2024-04-22,VAULT,Associate,Established User,1,1,1,6,6.0,4.0,1,0,100.0,0.0,6.0,1.0,,,
daily,2024-04-22,VAULT,Associate,Long-term User,20,16,11,443,22.15,4.3,17,15,85.0,75.0,27.69,1.25,,,
daily,2024-04-22,VAULT,Junior Associate,Long-term User,31,29,13,822,26.516129032258064,4.129032258064516,24,22,77.42,70.97,28.34,1.07,,,
daily,2024-04-22,VAULT,Partner,Long-term User,5,3,3,110,22.0,4.4,4,3,80.0,60.0,36.67,1.67,,,
daily,2024-04-22,VAULT,Senior Associate,Long-term User,16,10,7,335,20.9375,4.375,15,10,93.75,62.5,33.5,1.6,,,
daily,2024-04-22,WORKFLOW,Associate,Long-term User,22,17,10,33,1.5,4.136363636363637,18,0,81.82,0.0,1.94,1.29,,,
daily,2024-04-22,WORKFLOW,Junior Associate,Long-term User,30,29,13,93,3.1,3.9,23,3,76.67,10.0,3.21,1.03,,,
daily,2024-04-22,WORKFLOW,Partner,Long-term User,3,3,3,7,2.3333333333333335,4.666666666666667,3,0,100.0,0.0,2.33,1.0,,,
daily,2024-04-22,WORKFLOW,Senior Associate,Long-term User,16,11,8,19,1.1875,3.75,12,0,75.0,0.0,1.73,1.45,,,
daily,2024-04-23,ASSISTANT,Associate,Long-term User,26,21,14,33,1.2692307692307692,3.6923076923076925,18,0,69.23,0.0,1.57,1.24,,,
daily,2024-04-23,ASSISTANT,Junior Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-23,ASSISTANT,Junior Associate,Long-term User,50,38,15,133,2.66,4.1,41,2,82.0,4.0,3.5,1.32,,,
daily,2024-04-23,ASSISTANT,Partner,Long-term User,14,8,7,36,2.5714285714285716,4.0,10,1,71.43,7.14,4.5,1.75,,,
daily,2024-04-23,ASSISTANT,Senior Associate,Long-term User,22,15,7,57,2.590909090909091,4.045454545454546,19,1,86.36,4.55,3.8,1.47,,,
daily,2024-04-23,VAULT,Associate,Long-term User,22,17,12,505,22.954545454545453,4.136363636363637,19,16,86.36,72.73,29.71,1.29,,,
daily,2024-04-23,VAULT,Junior Associate,Long-term User,42,34,16,887,21.11904761904762,4.0476190476190474,34,29,80.95,69.05,26.09,1.24,,,
daily,2024-04-23,VAULT,Partner,Long-term User,4,3,3,93,23.25,3.5,2,4,50.0,100.0,31.0,1.33,,,
daily,2024-04-23,VAULT,Senior Associate,Long-term User,13,9,6,411,31.615384615384617,3.5384615384615383,9,11,69.23,84.62,45.67,1.44,,,
daily,2024-04-23,WORKFLOW,Associate,Long-term User,15,13,7,20,1.3333333333333333,4.0,12,0,80.0,0.0,1.54,1.15,,,
daily,2024-04-23,WORKFLOW,Junior Associate,Long-term User,31,22,12,63,2.032258064516129,3.7419354838709675,23,1,74.19,3.23,2.86,1.41,,,
daily,2024-04-23,WORKFLOW,Partner,Long-term User,6,4,4,17,2.8333333333333335,4.166666666666667,6,1,100.0,16.67,4.25,1.5,,,
daily,2024-04-23,WORKFLOW,Senior Associate,Long-term User,15,14,8,19,1.2666666666666666,3.8,11,0,73.33,0.0,1.36,1.07,,,
daily,2024-04-24,ASSISTANT,Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-24,ASSISTANT,Associate,Long-term User,51,32,15,69,1.3529411764705883,3.8823529411764706,40,0,78.43,0.0,2.16,1.59,,,
daily,2024-04-24,ASSISTANT,Junior Associate,Long-term User,61,48,19,106,1.7377049180327868,4.016393442622951,50,1,81.97,1.64,2.21,1.27,,,
daily,2024-04-24,ASSISTANT,Partner,Long-term User,16,5,4,230,14.375,4.0625,13,8,81.25,50.0,46.0,3.2,,,
daily,2024-04-24,ASSISTANT,Senior Associate,Long-term User,33,20,13,58,1.7575757575757576,4.090909090909091,27,0,81.82,0.0,2.9,1.65,,,
daily,2024-04-24,VAULT,Associate,Established User,1,1,1,6,6.0,4.0,1,0,100.0,0.0,6.0,1.0,,,
daily,2024-04-24,VAULT,Associate,Long-term User,27,23,15,714,26.444444444444443,3.7777777777777777,20,22,74.07,81.48,31.04,1.17,,,
daily,2024-04-24,VAULT,Junior Associate,Long-term User,36,29,14,860,23.88888888888889,4.0,29,29,80.56,80.56,29.66,1.24,,,
daily,2024-04-24,VAULT,Partner,Long-term User,7,4,4,181,25.857142857142858,4.428571428571429,6,7,85.71,100.0,45.25,1.75,,,
daily,2024-04-24,VAULT,Senior Associate,Established User,1,1,1,4,4.0,5.0,1,0,100.0,0.0,4.0,1.0,,,
daily,2024-04-24,VAULT,Senior Associate,Long-term User,28,17,13,592,21.142857142857142,4.464285714285714,27,19,96.43,67.86,34.82,1.65,,,
daily,2024-04-24,WORKFLOW,Associate,Established User,2,2,1,3,1.5,4.5,2,0,100.0,0.0,1.5,1.0,,,
daily,2024-04-24,WORKFLOW,Associate,Long-term User,29,24,14,59,2.0344827586206895,4.275862068965517,25,1,86.21,3.45,2.46,1.21,,,
daily,2024-04-24,WORKFLOW,Junior Associate,Long-term User,22,21,13,29,1.3181818181818181,4.545454545454546,20,0,90.91,0.0,1.38,1.05,,,
daily,2024-04-24,WORKFLOW,Partner,Long-term User,9,6,7,30,3.3333333333333335,4.444444444444445,9,1,100.0,11.11,5.0,1.5,,,
daily,2024-04-24,WORKFLOW,Senior Associate,Long-term User,15,13,11,17,1.1333333333333333,4.133333333333334,12,0,80.0,0.0,1.31,1.15,,,
daily,2024-04-25,ASSISTANT,Associate,Long-term User,31,23,12,58,1.8709677419354838,3.935483870967742,22,0,70.97,0.0,2.52,1.35,,,
daily,2024-04-25,ASSISTANT,Junior Associate,Long-term User,51,34,17,77,1.5098039215686274,3.9019607843137254,40,0,78.43,0.0,2.26,1.5,,,
daily,2024-04-25,ASSISTANT,Partner,Long-term User,13,6,6,214,16.46153846153846,4.076923076923077,10,4,76.92,30.77,35.67,2.17,,,
daily,2024-04-25,ASSISTANT,Senior Associate,Long-term User,14,12,7,17,1.2142857142857142,4.285714285714286,12,0,85.71,0.0,1.42,1.17,,,
daily,2024-04-25,VAULT,Associate,Long-term User,22,20,10,597,27.136363636363637,4.181818181818182,19,18,86.36,81.82,29.85,1.1,,,
daily,2024-04-25,VAULT,Junior Associate,Established User,1,1,1,10,10.0,5.0,1,1,100.0,100.0,10.0,1.0,,,
daily,2024-04-25,VAULT,Junior Associate,Long-term User,33,23,14,695,21.060606060606062,4.333333333333333,28,22,84.85,66.67,30.22,1.43,,,
daily,2024-04-25,VAULT,Partner,Long-term User,8,6,5,275,34.375,4.375,6,8,75.0,100.0,45.83,1.33,,,
daily,2024-04-25,VAULT,Senior Associate,Long-term User,17,12,10,311,18.294117647058822,4.117647058823529,13,9,76.47,52.94,25.92,1.42,,,
daily,2024-04-25,WORKFLOW,Associate,Long-term User,13,11,6,23,1.7692307692307692,4.076923076923077,11,0,84.62,0.0,2.09,1.18,,,
daily,2024-04-25,WORKFLOW,Junior Associate,Established User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-04-25,WORKFLOW,Junior Associate,Long-term User,34,31,18,86,2.5294117647058822,3.9411764705882355,23,2,67.65,5.88,2.77,1.1,,,
daily,2024-04-25,WORKFLOW,Partner,Long-term User,8,4,4,17,2.125,4.5,7,0,87.5,0.0,4.25,2.0,,,
daily,2024-04-25,WORKFLOW,Senior Associate,Long-term User,21,13,11,23,1.0952380952380953,3.8095238095238093,16,0,76.19,0.0,1.77,1.62,,,
daily,2024-04-26,ASSISTANT,Associate,Long-term User,31,25,14,43,1.3870967741935485,4.225806451612903,25,0,80.65,0.0,1.72,1.24,,,
daily,2024-04-26,ASSISTANT,Junior Associate,Long-term User,38,27,14,80,2.1052631578947367,4.2894736842105265,34,0,89.47,0.0,2.96,1.41,,,
daily,2024-04-26,ASSISTANT,Partner,Long-term User,14,5,5,14,1.0,4.071428571428571,10,0,71.43,0.0,2.8,2.8,,,
daily,2024-04-26,ASSISTANT,Senior Associate,Long-term User,15,12,9,20,1.3333333333333333,3.7333333333333334,11,0,73.33,0.0,1.67,1.25,,,
daily,2024-04-26,VAULT,Associate,Long-term User,17,16,11,368,21.647058823529413,4.0,14,13,82.35,76.47,23.0,1.06,,,
daily,2024-04-26,VAULT,Junior Associate,Long-term User,20,19,11,504,25.2,4.55,19,14,95.0,70.0,26.53,1.05,,,
daily,2024-04-26,VAULT,Partner,Long-term User,10,6,6,195,19.5,4.4,10,8,100.0,80.0,32.5,1.67,,,
daily,2024-04-26,VAULT,Senior Associate,Long-term User,13,10,8,324,24.923076923076923,3.8461538461538463,8,10,61.54,76.92,32.4,1.3,,,
daily,2024-04-26,WORKFLOW,Associate,Long-term User,18,13,8,18,1.0,4.111111111111111,14,0,77.78,0.0,1.38,1.38,,,
daily,2024-04-26,WORKFLOW,Junior Associate,Long-term User,30,21,15,61,2.033333333333333,3.933333333333333,23,0,76.67,0.0,2.9,1.43,,,
daily,2024-04-26,WORKFLOW,Partner,Long-term User,6,3,2,6,1.0,4.166666666666667,5,0,83.33,0.0,2.0,2.0,,,
daily,2024-04-26,WORKFLOW,Senior Associate,Long-term User,7,7,4,8,1.1428571428571428,3.7142857142857144,5,0,71.43,0.0,1.14,1.0,,,
