user_id,user_title,user_created_date,firm_id,firm_size,arr_in_thousands,acquisition_month,first_activity_date,days_to_first_activity,total_events,active_days,avg_satisfaction_score,total_documents_processed,is_activated,is_quick_start,is_monthly_activated,firm_size_category,arr_category,activation_category,satisfaction_category
f6e681d4557e1f92a10e463e7e1a2a93,Senior Associate,2024-01-06,1069,110,70,2024-01,2024-04-02,87,4,4,4.75,5,1,0,0,Medium,Minimal Value,Delayed Activation,High Satisfaction
649d83538e3850ba5b1c28c20f02e760,Senior Associate,2023-08-06,1068,640,1000,2023-08,2024-05-23,291,3,3,4.333333333333333,5,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
81e92fccded8bda8430847cfdf33964e,Associate,2023-12-31,1658,140,150,2023-12,2024-06-18,170,1,1,4.0,10,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
036da06aa3a076432212483432a8ab80,Junior Associate,2023-11-21,1050,300,400,2023-11,2024-04-25,156,10,3,4.1,51,1,0,0,Large,Medium Value,Delayed Activation,Good Satisfaction
14ee5dc6781d15d0b09fcbe14bf4bcfc,Junior Associate,2024-01-08,1787,110,80,2024-01,2024-05-17,130,6,4,3.6666666666666665,80,1,0,0,Medium,Minimal Value,Delayed Activation,Fair Satisfaction
5d7b338614bed960d7a0f03c6c133f5b,Partner,2023-08-06,1068,640,1000,2023-08,2024-04-09,247,5,3,4.6,34,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
9b969a307fd3bdd098d28c565220a613,Senior Associate,2024-01-04,1063,160,170,2024-01,2024-05-16,133,12,10,4.0,92,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
e72da14d23590fb2beb482db6eeebbe1,Senior Associate,2024-01-01,1073,60,110,2024-01,2024-05-14,134,2,2,4.0,56,1,0,0,Small,Low Value,Delayed Activation,Good Satisfaction
ddaa5607c013e2c2e1ab4c207a0480f8,Partner,2024-01-04,1063,160,170,2024-01,2024-06-17,165,2,2,4.5,3,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
f91147dffa7740d59b20e157bfdc48c8,Junior Associate,2023-11-23,1072,70,50,2023-11,2024-05-29,188,2,2,4.5,4,1,0,0,Small,Minimal Value,Delayed Activation,High Satisfaction
767016f790f2d31fe999abaf094d04f1,Junior Associate,2023-07-16,1068,640,1000,2023-07,2024-05-20,309,3,3,4.0,5,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
9e8e7de573de047b9f483c0ae925a5a5,Junior Associate,2024-01-03,101141,150,170,2024-01,2024-06-18,167,1,1,4.0,1,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
555b4371711944c3a58bb2abd60819ac,Partner,2023-12-31,1658,140,150,2023-12,2024-04-03,94,9,5,4.111111111111111,21,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
db1b46590377ec7494204b5f194c6b99,Junior Associate,2023-11-21,1785,100,85,2023-11,2024-04-11,142,3,3,3.0,4,1,0,0,Medium,Minimal Value,Delayed Activation,Low Satisfaction
0b4fa87c0dae5fb8d03ecf89d1f27d62,Junior Associate,2024-01-03,101141,150,170,2024-01,2024-06-17,166,3,2,4.666666666666667,11,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
5d2ae74e1a3cbdffa9bc98e85980938e,Associate,2023-11-21,1785,100,85,2023-11,2024-06-12,204,2,2,5.0,35,1,0,0,Medium,Minimal Value,Delayed Activation,High Satisfaction
8ce65afa3c28541bdb9b8cc261c928cb,Junior Associate,2024-01-04,1063,160,170,2024-01,2024-05-16,133,2,2,4.5,4,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
4aef1028c05504da80703ba0a89509d3,Associate,2024-01-03,101141,150,170,2024-01,2024-04-08,96,24,12,4.166666666666667,235,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
d591f05b03d70ab44c78a31b49282f38,Senior Associate,2023-08-05,1738,200,200,2023-08,2024-06-06,306,3,2,4.0,18,1,0,0,Large,Medium Value,Delayed Activation,Good Satisfaction
d1b8fbf2af502ba3a5a1bd5dc4b42ce3,Associate,2023-08-05,1738,200,200,2023-08,2024-04-03,242,12,7,3.25,82,1,0,0,Large,Medium Value,Delayed Activation,Low Satisfaction
bc2e5cc0e33d7d0ea968814f8cf6e667,Associate,2024-01-03,1080,140,120,2024-01,2024-05-09,127,12,8,4.25,124,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
f4630fa98d2077de84b54761804dfef6,Senior Associate,2024-01-23,1076,80,65,2024-01,2024-04-09,77,10,8,4.3,38,1,0,0,Small,Minimal Value,Delayed Activation,Good Satisfaction
8a8690653d6477d54b55b8981cfc8535,Associate,2023-11-23,1072,70,50,2023-11,2024-06-18,208,1,1,5.0,2,1,0,0,Small,Minimal Value,Delayed Activation,High Satisfaction
00938322ea3b4bf0fbac16ea5c7b47b7,Senior Associate,2024-01-03,101141,150,170,2024-01,2024-06-03,152,3,3,4.0,6,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
1437e97b339a3355733ebee92bd1d1c6,Junior Associate,2023-07-22,1068,640,1000,2023-07,2024-04-02,255,36,18,3.9444444444444446,221,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
26a66c56fed2d597dd3d845b883284d5,Junior Associate,2023-11-21,1050,300,400,2023-11,2024-06-18,210,1,1,5.0,1,1,0,0,Large,Medium Value,Delayed Activation,High Satisfaction
65dda8054e32b26c24fb89fd0558849d,Partner,2023-11-21,1785,100,85,2023-11,2024-04-23,154,21,4,4.0476190476190474,188,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
f511853918cacbac2bf57f6af0882764,Associate,2023-08-05,1738,200,200,2023-08,2024-04-15,254,9,6,4.333333333333333,32,1,0,0,Large,Medium Value,Delayed Activation,Good Satisfaction
019b5bd90503290c4c729d3cf3d231d4,Associate,2024-01-23,1076,80,65,2024-01,2024-05-22,120,2,2,4.5,34,1,0,0,Small,Minimal Value,Delayed Activation,High Satisfaction
96d2e85c2b79aaf0f798ce7ca5459181,Junior Associate,2023-07-16,1068,640,1000,2023-07,2024-06-18,338,1,1,3.0,1,1,0,0,Enterprise,High Value,Delayed Activation,Low Satisfaction
f3409b78bdc67efe7b40069104ad5d62,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-06-18,317,1,1,5.0,1,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
0d52ecbc4b61706ecd80d0cb4c0cdcf1,Junior Associate,2024-01-06,1069,110,70,2024-01,2024-04-04,89,8,7,4.375,49,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
af14600261db7ffde17e1e63f3af408e,Partner,2024-01-01,1073,60,110,2024-01,2024-06-04,155,6,3,4.166666666666667,69,1,0,0,Small,Low Value,Delayed Activation,Good Satisfaction
9ca14a52667c1ab8ee825d6f2feb0956,Associate,2023-08-05,1673,140,150,2023-08,2024-04-02,241,8,7,4.125,40,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
73b1b0b7496565697bb73e287d8fc867,Associate,2023-11-28,1222,80,80,2023-11,2024-06-12,197,2,2,4.5,31,1,0,0,Small,Minimal Value,Delayed Activation,High Satisfaction
d8e42e1d6dfc88751a72dc67c4babe86,Associate,2024-01-01,1286,150,140,2024-01,2024-05-14,134,2,2,4.5,55,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
efdcc73105975d11bb81d25d1c65de9e,Associate,2023-11-23,101084,150,170,2023-11,2024-04-08,137,21,14,4.142857142857143,370,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
1c4707c3767dce1e24bb96f9fc6fb055,Associate,2023-08-05,1673,140,150,2023-08,2024-06-03,303,5,4,4.6,73,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
e36104b93f523ebcb47ae6169cb564b1,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-05-08,276,5,2,3.4,14,1,0,0,Enterprise,High Value,Delayed Activation,Low Satisfaction
8695861ce2bc72f9d0605581f831395c,Partner,2023-08-06,1068,640,1000,2023-08,2024-05-30,298,3,2,3.3333333333333335,3,1,0,0,Enterprise,High Value,Delayed Activation,Low Satisfaction
a29d721b3310f45dbc1f981b0f9e1028,Senior Associate,2023-08-08,1024,130,170,2023-08,2024-05-08,274,2,2,5.0,37,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
257fc266098c6dd559fd306283ec7831,Associate,2023-08-05,1673,140,150,2023-08,2024-06-17,317,1,1,5.0,38,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
991eceaee26fbd7c5258ac70e10a3c16,Associate,2024-01-05,1035,40,35,2024-01,2024-04-03,89,14,11,4.142857142857143,196,1,0,0,Small,Minimal Value,Delayed Activation,Good Satisfaction
85e1400f0b5c56a957fda10b69ebaf8e,Junior Associate,2024-01-03,1065,70,80,2024-01,2024-04-08,96,9,5,4.0,100,1,0,0,Small,Minimal Value,Delayed Activation,Good Satisfaction
e2dc017f67f717004cd44202b7400321,Junior Associate,2023-11-30,1022,160,250,2023-11,2024-04-16,138,9,7,3.6666666666666665,57,1,0,0,Medium,Medium Value,Delayed Activation,Fair Satisfaction
966c08729dfbfa3892faff168cac223c,Junior Associate,2024-01-03,101141,150,170,2024-01,2024-06-17,166,2,1,2.0,20,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
0e321b91ebf0f67d35c9950924dc6699,Associate,2023-11-28,1222,80,80,2023-11,2024-04-02,126,3,3,3.3333333333333335,6,1,0,0,Small,Minimal Value,Delayed Activation,Low Satisfaction
af818978b6b6468db2e2d13ac6613ad3,Junior Associate,2024-01-04,1063,160,170,2024-01,2024-06-17,165,3,1,4.333333333333333,3,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
2f67ef2d4d80924b5f47b7f108230dc6,Associate,2023-08-05,1673,140,150,2023-08,2024-05-14,283,13,7,3.769230769230769,78,1,0,0,Medium,Low Value,Delayed Activation,Fair Satisfaction
2bbb599d411f397c6882a5c158eb5590,Junior Associate,2023-11-30,1022,160,250,2023-11,2024-04-16,138,19,13,4.2105263157894735,182,1,0,0,Medium,Medium Value,Delayed Activation,Good Satisfaction
cc1ee649062052e6a2a8d722620045dd,Junior Associate,2024-01-29,1040,80,160,2024-01,2024-04-08,70,13,10,4.3076923076923075,103,1,0,0,Small,Low Value,Delayed Activation,Good Satisfaction
84133884b808a4ea14c2de5db5bf0423,Senior Associate,2024-01-01,1286,150,140,2024-01,2024-04-04,94,11,7,4.090909090909091,27,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
0291d66d38443f5280c0953fb03525d9,Junior Associate,2023-08-06,1668,60,70,2023-08,2024-04-04,242,32,21,3.75,174,1,0,0,Small,Minimal Value,Delayed Activation,Fair Satisfaction
10cd95cf56b659e684dc4a9f02483a44,Associate,2023-11-21,1050,300,400,2023-11,2024-06-17,209,3,1,3.0,45,1,0,0,Large,Medium Value,Delayed Activation,Low Satisfaction
57ccd7c01e4c7cdd7489bc143c5353f7,Senior Associate,2023-08-06,1068,640,1000,2023-08,2024-04-23,261,4,2,4.0,50,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
b8dfa9515a907671f3d5feb9c281937d,Associate,2023-08-08,1024,130,170,2023-08,2024-06-17,314,1,1,3.0,48,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
e8aac1fc5a322ec3cc655d40ae13f665,Junior Associate,2024-01-29,1040,80,160,2024-01,2024-06-17,140,1,1,4.0,1,1,0,0,Small,Low Value,Delayed Activation,Good Satisfaction
a26443c706c58cb700ac4cd46f71345f,Associate,2023-11-22,1037,180,200,2023-11,2024-04-05,135,59,21,4.11864406779661,360,1,0,0,Medium,Medium Value,Delayed Activation,Good Satisfaction
9b797123623f2b4923f980a59369ea4c,Junior Associate,2023-12-31,1658,140,150,2023-12,2024-04-11,102,12,6,4.5,103,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
109369e5e88fc7114ab87eb99c6183a3,Senior Associate,2024-01-08,1787,110,80,2024-01,2024-04-08,91,5,5,3.6,51,1,0,0,Medium,Minimal Value,Delayed Activation,Fair Satisfaction
1caf2055df4140d950cf87f741e5f8fe,Partner,2023-08-06,1068,640,1000,2023-08,2024-06-17,316,1,1,5.0,6,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
77bdba63ccd13b90e8ce9b6ed9f9ea2f,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-05-13,281,12,9,3.75,92,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
e810cd575df152bf43829ffc09673a6d,Senior Associate,2024-01-03,101141,150,170,2024-01,2024-06-05,154,5,2,3.2,80,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
067883d4126bf2c17951644f17989bc8,Junior Associate,2024-01-26,101149,220,165,2024-01,2024-05-31,126,5,3,4.4,92,1,0,0,Large,Low Value,Delayed Activation,Good Satisfaction
cf6e4d871c2f1f39bb9bd85ee8972a8c,Junior Associate,2023-11-23,1072,70,50,2023-11,2024-06-17,207,1,1,5.0,24,1,0,0,Small,Minimal Value,Delayed Activation,High Satisfaction
8f3ace7cfc4b3489cfc4f51e75803d8a,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-04-11,249,9,5,3.7777777777777777,37,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
e07029ef3034bf1553d62bbc63e982fe,Junior Associate,2024-01-03,101141,150,170,2024-01,2024-06-18,167,1,1,3.0,9,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
254e1e776dc37fc526b0f8a29bd4c9e8,Associate,2023-11-21,1050,300,400,2023-11,2024-04-24,155,16,8,4.1875,143,1,0,0,Large,Medium Value,Delayed Activation,Good Satisfaction
21330cec7823df833d1478337caffa50,Associate,2024-01-08,1787,110,80,2024-01,2024-05-07,120,3,3,4.0,132,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
7f0fb6e93449f27f47047af223681a65,Associate,2024-01-04,1063,160,170,2024-01,2024-05-08,125,4,4,4.0,24,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
06bfdf4be0766f53682f27b384b26cf2,Associate,2024-01-26,101149,220,165,2024-01,2024-06-04,130,6,3,4.0,67,1,0,0,Large,Low Value,Delayed Activation,Good Satisfaction
c3ffc0361ec9bf562db068d89b4d49e0,Associate,2024-01-02,1055,200,220,2024-01,2024-04-10,99,11,7,3.727272727272727,104,1,0,0,Large,Medium Value,Delayed Activation,Fair Satisfaction
cea0fcc57e42c5e08b9e6a0f86cb5c3f,Junior Associate,2024-01-03,1065,70,80,2024-01,2024-04-23,111,14,11,3.5,92,1,0,0,Small,Minimal Value,Delayed Activation,Fair Satisfaction
8b36f4c318fed4c760b939700d9e0969,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-06-05,304,2,2,3.5,4,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
c85cd5aa865358384336b779700194de,Junior Associate,2023-11-21,1785,100,85,2023-11,2024-04-16,147,22,13,4.318181818181818,342,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
32e915766768217a47bd51aae3651253,Junior Associate,2023-11-21,1050,300,400,2023-11,2024-06-03,195,11,5,3.5454545454545454,66,1,0,0,Large,Medium Value,Delayed Activation,Fair Satisfaction
97bd165b2427dd857b189f353475bbb7,Associate,2023-11-23,101084,150,170,2023-11,2024-04-15,144,9,7,4.333333333333333,11,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
f68b4d88d646e09a392ad53c93da0f7a,Associate,2024-01-26,101149,220,165,2024-01,2024-05-14,109,2,2,4.5,2,1,0,0,Large,Low Value,Delayed Activation,High Satisfaction
03ef17b7c69ebaefe980d999db018883,Senior Associate,2023-07-09,1068,640,1000,2023-07,2024-04-09,275,12,8,3.75,41,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
4592a3eda5235c84561ce8c46006703a,Junior Associate,2024-01-08,1787,110,80,2024-01,2024-06-17,161,1,1,1.0,2,1,0,0,Medium,Minimal Value,Delayed Activation,Low Satisfaction
41e5ffa04e64577410abf2eff4b81cdd,Senior Associate,2024-01-26,101149,220,165,2024-01,2024-06-04,130,5,2,4.4,5,1,0,0,Large,Low Value,Delayed Activation,Good Satisfaction
fdf8b4550fde5afb34cfb12f0e5365b3,Senior Associate,2023-12-20,1658,140,150,2023-12,2024-04-02,104,19,10,3.736842105263158,286,1,0,0,Medium,Low Value,Delayed Activation,Fair Satisfaction
e3a3459b062fc307193aa8e2e96b5ee6,Partner,2023-12-25,1069,110,70,2023-12,2024-04-09,106,2,2,4.5,90,1,0,0,Medium,Minimal Value,Delayed Activation,High Satisfaction
d5b3abe8f249b86d1c0851e49b8e798c,Senior Associate,2024-01-03,101141,150,170,2024-01,2024-06-17,166,1,1,3.0,40,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
afa2617dd073488b4d8ac2a83a558b71,Senior Associate,2024-01-02,1055,200,220,2024-01,2024-04-09,98,5,5,3.6,41,1,0,0,Large,Medium Value,Delayed Activation,Fair Satisfaction
deeaf15c8695e4b963f93a28e00e3fcb,Junior Associate,2024-01-08,1787,110,80,2024-01,2024-05-29,142,5,3,4.2,11,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
d3578a8d496f71951f0dbeabe1f473dd,Junior Associate,2023-12-23,1063,160,170,2023-12,2024-05-15,144,4,3,4.0,50,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
3babbe741c285014c781e65751b8ddc2,Junior Associate,2024-01-01,1073,60,110,2024-01,2024-06-17,168,3,1,5.0,3,1,0,0,Small,Low Value,Delayed Activation,High Satisfaction
fa7834b77e8298a346af61ea923a4a36,Junior Associate,2024-01-03,101141,150,170,2024-01,2024-04-12,100,11,4,4.181818181818182,91,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
5e5a83b4ab81336ee044a9d9e4451812,Junior Associate,2024-01-03,101141,150,170,2024-01,2024-06-17,166,1,1,3.0,20,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
6c10970042e62a92f5912df74646a8bf,Junior Associate,2023-11-21,1785,100,85,2023-11,2024-04-10,141,7,7,4.0,42,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
d414a391a70f8593929e59bce077e2c0,Associate,2024-01-03,1065,70,80,2024-01,2024-06-06,155,3,3,4.0,14,1,0,0,Small,Minimal Value,Delayed Activation,Good Satisfaction
b66f42185f46f6c19a177e6fe38e10d3,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-06-04,303,5,4,4.0,25,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
412fc1b3224cf352500a340d8d46908d,Associate,2023-08-06,1068,640,1000,2023-08,2024-06-17,316,2,1,1.5,17,1,0,0,Enterprise,High Value,Delayed Activation,Low Satisfaction
9bbb96163c5cbb2d7b7aa441759ed21b,Junior Associate,2024-01-04,1063,160,170,2024-01,2024-06-12,160,5,3,4.2,43,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
4d69582de58d9c556c8d0fa942b00e5c,Junior Associate,2023-11-23,101084,150,170,2023-11,2024-04-11,140,30,16,3.9,318,1,0,0,Medium,Low Value,Delayed Activation,Fair Satisfaction
d2e54045fadc46d61bc762d03b02fefd,Associate,2023-11-21,1050,300,400,2023-11,2024-06-17,209,4,1,3.5,6,1,0,0,Large,Medium Value,Delayed Activation,Fair Satisfaction
9eced44683e0326ff57d1578d5209a23,Associate,2023-11-21,1785,100,85,2023-11,2024-05-13,174,14,6,3.857142857142857,107,1,0,0,Medium,Minimal Value,Delayed Activation,Fair Satisfaction
358082064c4922f953bd03a27c785ee5,Senior Associate,2024-01-26,101149,220,165,2024-01,2024-06-17,143,1,1,5.0,1,1,0,0,Large,Low Value,Delayed Activation,High Satisfaction
cda33dd0e85580630cabd9cf002b226e,Associate,2023-08-06,1068,640,1000,2023-08,2024-06-06,305,2,2,4.5,2,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
43896286e18beec4c4335180f27899c1,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-04-02,240,78,35,3.948717948717949,685,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
ba6b0f15024d243b620163cf5a1daa46,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-05-02,270,2,2,3.5,9,1,0,0,Enterprise,High Value,Delayed Activation,Fair Satisfaction
e8e5addd110c48fe40203b213d77ff2c,Senior Associate,2023-12-24,1069,110,70,2023-12,2024-06-07,166,4,3,4.5,25,1,0,0,Medium,Minimal Value,Delayed Activation,High Satisfaction
5c9766d322741e6eff7a897d76a27bd7,Junior Associate,2023-11-21,1785,100,85,2023-11,2024-05-27,188,13,8,3.8461538461538463,95,1,0,0,Medium,Minimal Value,Delayed Activation,Fair Satisfaction
bb7f3805444637b147579963d083cd1a,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-04-03,241,32,18,4.5,315,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
136c57195c61615c5291d035e9518c20,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-04-03,241,37,19,4.027027027027027,290,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
741c0cd8483ddd03051a8c8de02890cd,Associate,2024-01-01,1073,60,110,2024-01,2024-05-24,144,2,2,4.5,2,1,0,0,Small,Low Value,Delayed Activation,High Satisfaction
3d396cfc447efd809b3324b9ab54b8e5,Junior Associate,2023-08-08,1024,130,170,2023-08,2024-04-10,246,2,2,4.5,2,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
5883a1bd280afa5decc71da4856b2a97,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-06-14,313,3,2,3.3333333333333335,17,1,0,0,Enterprise,High Value,Delayed Activation,Low Satisfaction
51ce168f4debc9fd8b44eef7d144ebe0,Junior Associate,2024-01-01,1286,150,140,2024-01,2024-04-11,101,6,4,4.333333333333333,10,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
e000620753ea84fa8d53f7d01f5e8bbe,Associate,2023-08-06,1068,640,1000,2023-08,2024-06-05,304,5,4,4.2,68,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
e0ba4f25596376d88e1461b813658e88,Senior Associate,2024-01-29,1040,80,160,2024-01,2024-05-27,119,3,3,3.6666666666666665,6,1,0,0,Small,Low Value,Delayed Activation,Fair Satisfaction
fd443e0a627667d768c593782e053af6,Associate,2023-08-06,1068,640,1000,2023-08,2024-06-13,312,3,2,4.333333333333333,43,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
2d19d54f4c5ea1f2eadf94062a06bb8f,Junior Associate,2023-07-11,1024,130,170,2023-07,2024-06-17,342,2,1,3.0,4,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
cb0bc42c49dce98ebbf14a27c93cafa0,Associate,2023-08-05,1673,140,150,2023-08,2024-05-24,293,5,3,4.2,81,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
c6dd695276dac2a3eb68dc7b73a35145,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-04-19,257,3,3,4.333333333333333,5,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
aec940cf2d7039321e61709ce2670b05,Senior Associate,2023-12-31,1658,140,150,2023-12,2024-04-22,113,9,5,4.0,10,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
44bb5a1049d846b6a3c54bccd2f43e72,Junior Associate,2024-01-01,1073,60,110,2024-01,2024-05-07,127,7,4,4.142857142857143,51,1,0,0,Small,Low Value,Delayed Activation,Good Satisfaction
d242cfee88401c4399990fb2e6dfa337,Junior Associate,2024-01-06,1069,110,70,2024-01,2024-06-16,162,2,1,4.0,50,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
0f91575f2faf0a1c8c661d45309a7854,Partner,2023-11-21,1785,100,85,2023-11,2024-05-28,189,3,2,4.333333333333333,3,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
cc65b321225956af5011c1477f781f67,Junior Associate,2023-08-05,1738,200,200,2023-08,2024-05-07,276,5,2,4.2,25,1,0,0,Large,Medium Value,Delayed Activation,Good Satisfaction
8d812e343ee58f3f52d8a6a166399a05,Junior Associate,2024-01-06,1069,110,70,2024-01,2024-06-16,162,1,1,4.0,1,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
b6a3fb9fea7e044ef641bd474b6e59f4,Junior Associate,2023-11-21,1050,300,400,2023-11,2024-04-23,154,20,9,4.3,186,1,0,0,Large,Medium Value,Delayed Activation,Good Satisfaction
f234572d9b488c087c54f49f01fed565,Associate,2023-08-06,1068,640,1000,2023-08,2024-05-20,288,2,2,4.5,58,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
a02c6f9668c83ad37a33b363f2c83417,Junior Associate,2023-11-23,101084,150,170,2023-11,2024-04-03,132,7,7,4.714285714285714,93,1,0,0,Medium,Low Value,Delayed Activation,High Satisfaction
046b7017b9e3719bbbbffd171fcaaada,Associate,2023-08-06,1068,640,1000,2023-08,2024-05-30,298,2,2,4.5,4,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
0d04b0e0b421b01d89b6bce11271b333,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-06-02,301,2,2,4.0,2,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
122b8ea1ed934ca3fe065fa26c2dec5e,Associate,2024-01-01,1286,150,140,2024-01,2024-04-03,93,23,11,4.130434782608695,289,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
cc8589517e8e129a5a039962cbc4c57d,Partner,2023-11-21,1785,100,85,2023-11,2024-05-06,167,11,9,4.0,91,1,0,0,Medium,Minimal Value,Delayed Activation,Good Satisfaction
a1204b8908c09b0e065eadc3d399a31c,Junior Associate,2023-08-06,1068,640,1000,2023-08,2024-05-14,282,16,8,4.25,122,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
0ab70b4e9c08f22e909b9ffef3bdd2cb,Senior Associate,2024-01-04,1063,160,170,2024-01,2024-06-15,163,3,1,4.333333333333333,61,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
f481a7d62597796304e989a7d9832e52,Associate,2023-08-06,1068,640,1000,2023-08,2024-06-15,314,1,1,4.0,1,1,0,0,Enterprise,High Value,Delayed Activation,Good Satisfaction
c3bddc0edabcc0e24170bd2733ad1d6d,Associate,2024-01-01,1286,150,140,2024-01,2024-04-04,94,6,4,3.1666666666666665,53,1,0,0,Medium,Low Value,Delayed Activation,Low Satisfaction
5ba1f8c36e8b81bbac19a09869dd3ae4,Partner,2023-07-24,1068,640,1000,2023-07,2024-05-22,303,2,2,4.5,2,1,0,0,Enterprise,High Value,Delayed Activation,High Satisfaction
d930a0f3691c35b67e39b4af5a041b2c,Junior Associate,2023-12-19,1075,60,75,2023-12,2024-04-14,117,28,18,3.8214285714285716,164,1,0,0,Small,Minimal Value,Delayed Activation,Fair Satisfaction
d0471ca5201f0a68c961da76d5c5f596,Junior Associate,2024-01-06,1075,60,75,2024-01,2024-05-15,130,5,3,4.8,107,1,0,0,Small,Minimal Value,Delayed Activation,High Satisfaction
e952da622cb175e20133f4acf040f650,Partner,2023-08-05,1673,140,150,2023-08,2024-06-13,313,3,2,4.0,38,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
8757c40105298c674f723be56bbd7c0b,Partner,2024-01-04,1063,160,170,2024-01,2024-05-02,119,8,7,4.125,83,1,0,0,Medium,Low Value,Delayed Activation,Good Satisfaction
